02/12/1995- ||------||4403500||Current Statistics||-------------------------------------||EPW Research Foundation
28/10/1995- ||review of women studies, october 1995||4403369||Images of the Body and Sexuality in Women's Narratives on Oppression in the Home||Based on in-depth interviews with middle and upper class women in New Delhi, this paper examines the relationship between women's experiences of physical violence and psychological oppression in the home and their perceptions of their bodies and sexuality. The female body is viewed as no more than a 'body-for-others', culturally constructed through media images and through women's internalisation of the gaze of the other. Thus what these women often experience as oppression is related to the denigration of a body-image and sexual identity. In conclusion, the author poses some questions regarding the possibilities of an autonomous femininity that would in fact enable these women to be free of the oppressive gaze.||Meenakshi Thapan
11/2/1995- ||commentary||4402374||Opening More Doors||The two new agreements signed between India and the US recently, one a defence pact another a commercial alliance, are an open acknowledgement of the linkage between commercial and strategic interests.||B. M.
01/7/1995- ||companies||4402929||Expanding Markets||-------------------------------------||
04/2/1995- ||commentary||4402345||Struggle for Panchama Lands: Dalit Assertion in Tamil Nadu||Desecration of Ambedkar's statue galvanises dalits of Chengalpattu to regain their usurped lands in face of state oppression and societal tyranny.||Brindavan C. Moses
02/12/1995- ||------||4403515||Special Statistics-14: National Accounts Statistics of India - 3: Private Final Consumption Expenditure, Public Sector Transactions and Divergences in Estimates||-------------------------------------||EPW Research Foundation
04/3/1995- ||commentary||4402434||Resource Mobilisation for New Welfare Programmes in Andhra Pradesh||The recent election outcome in Andhra Pradesh does reflect the popular mood to have safety net schemes for the poor in the wake of the liberalisation and globalisation programmes taken up by the central government. However, unless fundamental changes are brought about in the state fiscal administration along with proper targeting and rationalisation of the rice subsidy scheme, it is extremely difficult to cope up with the impending fiscal crisis. In a way, the present crisis should be welcomed as it has created a sense of urgency to speed up the process of the long-pending fiscal reform in the state.||J. V. M. Sarma
22/4/1995- ||------||4402645||In the Capital Market||-------------------------------------||EPW Research Foundation
18/11/1995- ||perspectives||4403447||From Victim to Agent: Memories of Emergency from a Resettlement Colony in Delhi||Literature about the emergency tends to portray the intellectual as the emotional sufferer, the bureaucrat as the active participant and the poor as the passive victim. Such stereotypes are dangerous for they seem to mask the most frightening aspect of the emergency regime - its ability to draw all kinds of people, through fear, into participation. To ignore the active role of the thousands of men and women who competed for plots in the resettlement colonies of Delhi is tantamount to denying the generality and diffuseness of the power of the state as it seeped into the corners of everyday life, inviting strange and unnatural responses.||Emma Tarlo
11/11/1995- ||companies||4403414||Expansion Project||-------------------------------------||
11/11/1995- ||------||4403408||Janata Dal under Pressure||-------------------------------------||
04/2/1995- ||commentary||4402347||From Little Rock to Wall Street: Clinton's Journey beyond Reaganism||By initiating anti-poor labour laws, anti-black crime reforms and deducting health-care expenditure to win over big business, the Clinton administration has staged one-upmanship over the Reagan-Bush era in pursuing 'right' policies.||James Petras,Steve Vieux
23/9/1995- ||------||4403230||Current Statistics||-------------------------------------||EPW Research Foundation
